repo,sha,message,url,func_changes
apache/airflow,13cecf9ff155766a7e75c395308a597e2893d9a1,[v3-0-test] Include fixed navbar for anchor position calculation. (#52016) (#53581),https://github.com/apache/airflow/commit/13cecf9ff155766a7e75c395308a597e2893d9a1,0
apache/airflow,f896807026c7f75f686309293e72a1140a7a9cf9,Fix unreachable code errors in yandex provider (#53453),https://github.com/apache/airflow/commit/f896807026c7f75f686309293e72a1140a7a9cf9,0
apache/airflow,eee0c62e0263f223b31f008302a5cdd09de63b47,fix unreachable mypy warnings (#53575),https://github.com/apache/airflow/commit/eee0c62e0263f223b31f008302a5cdd09de63b47,0
apache/airflow,0772b1ebac49f34bef05eb45349046d5793e9f33,bugfix(airflowctl): handle version command exception and make tests unified (#53553),https://github.com/apache/airflow/commit/0772b1ebac49f34bef05eb45349046d5793e9f33,1
apache/airflow,eb91e6ee88b9352256d68c30e039d4f8c3bff3e0,Fix: Dag capitalization in translation (#53568),https://github.com/apache/airflow/commit/eb91e6ee88b9352256d68c30e039d4f8c3bff3e0,0
apache/airflow,7c931dd9ad70f9cf1105f3460dd3210b1362e849,Fix: Dag capitalization in en translation (#53566),https://github.com/apache/airflow/commit/7c931dd9ad70f9cf1105f3460dd3210b1362e849,0
apache/airflow,853eadf8a5d2ba879707759ad3b9ef934547df87,docs(dagfile-processing): fix outdated scheduler and DAG usage (#53183),https://github.com/apache/airflow/commit/853eadf8a5d2ba879707759ad3b9ef934547df87,0
apache/airflow,7212c8876efaa64e2d62d320ab53ef85491dcd65,[v3-0-test] Remove gunicorn daemonize for api-server (#52860) (#53372),https://github.com/apache/airflow/commit/7212c8876efaa64e2d62d320ab53ef85491dcd65,1
apache/airflow,1aac81157bd8f2574c14334bfbce1b6afa0822db,fix: Trim non-alphanumeric characters from the executor label (#53534),https://github.com/apache/airflow/commit/1aac81157bd8f2574c14334bfbce1b6afa0822db,0
apache/airflow,50f62228d730ba8009b4b3d377db536257b62311,Fix: enter SmtpHook before trying to read properties (#53418),https://github.com/apache/airflow/commit/50f62228d730ba8009b4b3d377db536257b62311,0
apache/airflow,1f8b397beef255cbd0ac06a12b68918cd560a0c0,fix mypy unreachable code warnings for elasticsearch provider (#53464),https://github.com/apache/airflow/commit/1f8b397beef255cbd0ac06a12b68918cd560a0c0,0
apache/airflow,eec7cea0ac515216aaaad6f1c719baa1f1766d90,Added non-Azure DatabricksBaseHook tests (#53286),https://github.com/apache/airflow/commit/eec7cea0ac515216aaaad6f1c719baa1f1766d90,0
apache/airflow,f33cda0cf6c647687da9f6f79fb0b39b8a6ed654,Feature: airflowignore glob like gitignore (#52940),https://github.com/apache/airflow/commit/f33cda0cf6c647687da9f6f79fb0b39b8a6ed654,0
apache/airflow,573e34f1535bf77191a8135064241b5994fc075e,Fix unreachable code mypy warnings in singularity provider (#53468),https://github.com/apache/airflow/commit/573e34f1535bf77191a8135064241b5994fc075e,0
apache/airflow,f5a1050850ae8d86ffd6e9a768ed951ae3c97f30,Fixed mypy unreachable code errors (#53437),https://github.com/apache/airflow/commit/f5a1050850ae8d86ffd6e9a768ed951ae3c97f30,0
apache/airflow,4a3cde26d3384e9c4253ec9d4e1e2da363939ea3,Bump mypy to 1.17.0 (#53523),https://github.com/apache/airflow/commit/4a3cde26d3384e9c4253ec9d4e1e2da363939ea3,0
apache/airflow,b58f5d30dcd2328cfe7a6f9562882c820ee7b923,Deprecate and move `airflow.utils.task_group` to SDK (#53450),https://github.com/apache/airflow/commit/b58f5d30dcd2328cfe7a6f9562882c820ee7b923,7
apache/airflow,00867ec8665d0205c7b2ef88e717eb23ac5a1f35,fix: Change DataprocAsyncHook parent class to GoogleBaseAsyncHook (#52981),https://github.com/apache/airflow/commit/00867ec8665d0205c7b2ef88e717eb23ac5a1f35,0
apache/airflow,fdabc9fa6372140f127c3c868cda6cb73022d535,Fix unreachable code mypy warnings in standard provider (#53431),https://github.com/apache/airflow/commit/fdabc9fa6372140f127c3c868cda6cb73022d535,0
